Id	Body
44301	can you make all the below statements true with a single click if yes explain howthree  eleven  tenseven  five  sixtwo  four  eightnb a single click means with only a single left mouse button click not with a series of steps which includes only one mouse click action in it hope its clear now
52514	im a time traveller in order to keep balance to the universe it is my duty to preserve past present and future however the bad guys want to mess with our past to destroy humanity as we know it once and for all they are usually trying to execute great leaders in the past although our agents reported that they want to change their methods for the next missionfurthermore we were able to prove a connection between american intelligence services and the bad guysfinally from a transcript of a meeting we know that companies such as brother seem to have adopted certain methods from the bad guyswe have intercepted the following message from the enemy  something dotty in the state of rome    can you decipher this message for me so that we know their next targetbonus points if you can tell me their new methodhint    part of the encryption was done with realityadditional hint   you have to be wellread or able to use google to solve the whole mysterythird hint   we have now intercepted a message when they tried to assassinate barack hussein obama which we could prevent the message was decoded to read      or h w o h w in characters the title was alluding to act  scene  of a play notethe blurryfuzzy image is due to it being a medium sized imgur picture using the same link without the m at the end will provide a high quality image nevertheless the blur presents no issue to solving the puzzle whatsoever there is no information hidden in the image that doesnt meet the eye
60744	from may  communications of the acm wording reverseengineered from the solution given in the june  edition as i dont have the may  edition handygiven a x grid of boxes place diagonals within the boxes such thateach diagonal connects opposite corners of one of the  boxeseach box contains at most one diagonal andeach grid intersection ie box corner can have at most  diagonal touching itexamplein the grid above the diagonal at the topleft is ok the topleft box has  corners with  diagonal touching and  corners with  diagonals touching note that the box on its right cannot have a nwse diagonal  since the nw corner already touches a diagonal the  red diagonals cant both be used because they touch a common grid intersection you can flip one of the red diagonals so they are arranged like  or  either way would be ok in this example or drop one or both of themchallenge find the maximum number of diagonals that can be placed to satisfy the conditions and prove that the number you found is maximal
11594	this is an experiment of nested puzzles  the answer of each puzzle is necessary to solve the next one sometimes you have to manipulate it sometimes you have to open your eyes and mindrun to westminster abbeynevermind to gatwick okplease dont waste timei want to keep my dimethe original one is blacknever goes off trackwhats the answernotes i will add hints every  hourssadly i couldnt add more than  tags these are those i would include as well rhyme computerpuzzle brainteaseri accept partial answers i will personally upvote those who solve at least  unsolved puzzle or submit a wrong yet plausible solutionteamwork is appreciated  useful link httpwwwmobilefishcomhint    dont consider the picture until you solve the riddlehint    actually the picture is the rd puzzle to be solvedhint    the nd puzzle is hidden in the st answerhint    it may be difficult to solve puzzle  without solving  its impossible to solve  before hint    puzzle  requires a different point of viewhint    cipher  lateralthinking  final answerhint    the final answer is an english wordhint    there is only one reference to chemistryhint    looking for a different point of view turn upside down your headhint    what do you usually need to solve a cipher puzzlehint    look around like a bathint    youve to deal with a basic kind of cipher once you know the key and the encrypted message and you know both i assure you should be able to decrypt the message with few attemptsbounty awarded to len the one who solved the highest number of puzzlesanswers credits  puzzle  lenpuzzle  finsternispuzzle  finsternispuzzle  len rand althor contributed toopuzzle  len  rand althor
27982	starting at  which is   sqrt   how many consecutive integers can you make using exactly four instances of the digit basic rulesany operator symbol is freeany printed  counts toward your four s  other digits are not allowedother characters like letters or miscellaneous punctuation are not allowed unless you can provide some citation of an accepted mathematical definitionallowed operators nonexhaustive addition subtraction or negation multiplication divisionsqrt square root ignore the implicit  theresqrt radical in this case youve used two s exponentiation factorial terminal function          concatenation which in this case consumes two s absolute value decimal pointif you can find a way to use calc trig matrices whatever by all means please do
60762	you wake up into an empty room all you can see is a locked door on the wall a numeric pad on its screen you see remaining tries enter passcode     next to it a strange inscription edefecefon the floor lays a laptop on its screen this strange pictureafter looking closely it seems the laptop is connected to the internetwhich code do you type on the pad and why day without other guesses heres a clue   leftcolormiddlecolorrightcolorclue    remember you see this on a computer this is importantclue    the  colors will tell you more about the computerits been a long time  so heres a new clue    is a flag together with clue  and the strange inscription it should help you decypher ify yky nonihop hop another hint buddies   nikhil eshvar found the country linked to that flag maybe you should have in mind the keyboard pattern used in that country this will allow you to decypher ify yky noni
19806	my pet underwater snail just chewed up this poem ive been working on i convinced him to spit it out but i could only salvage one verse you know how long i like to make my poems and the lines are in the wrong order can you put them in the proper order and find out whats going on in this stanza it rhymes now but it might not when correctly reconstructed   what a certain literary professor for his unbeheld felt the two of spades from a new deck dealt    a din a doubt    out   up up by the ort spheres smallest test   but oh wait now by onethird less partial answers are welcomed but for one to be accepted it must explain each line hints   giveaway he name redacted  was the first real player   line  uubuuuuucuu uubuuuuucuuueuuu uduuueuuaueu  line  unbeheld prefixless and in the first person present rendered succeeds the unbeheld and and  line             letter word sometimes abbreviated as   line  the suit is irrelevant it is without currency line        letter word   line  mrs malaprop would definitely know this one  line  what is truth it is the man who stands before you  line  find the man whose name is like a rabbit yes the man the one with a mathematical habit  line     digit number  line     digit number  youre confused you say well thats a great point all the lines together in the proper order describe something very specific but each separate line might represent something distinct on its own   the wordplay tag should provide some direction with the foreignseeming elements
68963	i can be said to go round and roundbut i am everywhere and somewhere at onceyou may think you know everything about mebut you really can’tyou need me in your lifebut you don’t want me to staywield me right and i’ll open doorsbut use me wrong and i’ll make painwhat am ihint  you cannot see me  but i can let you see  i can pull things together  but i can push them apart
93550	find  distinct bit numbers each with  bits set to one such that the cumulative xor of these bytes is i imagine there are multiple answers so the first correct answer wins the prestigious check markfor nonmathmos  operatornamexor    operatornamexor    operatornamexor    operatornamexor   operatornamexor is commutative and therefore the question wants an even number of bits set in columns that result in  and an odd number of bits set in columns that result in a for example
93557	my prefix is evil in  lettersmy infix is an abbreviation in  lettersmy suffix is in past tense in  letterstogether they have no intersectionwhat am i
11650	i am faster than you can runso abandon me go home and have funi live where the moon rise from aboveso abandon me get rid of the hands in glove  i am soft like a kitty and hard like a rockwithout any warning we come in flockwho am i that you might aska symbol of fear hidden in a mask  hints     every line is a hint there are no word plays and there are more than one references  also i bold and italic some lines for a reason   hint       words from the first  lines gives you enough hints when combined with the lines
44419	in a certain country there are n cities between every pair of cities there is a fixed travel cost to go from one city to the otheran idiot and a genius both decide to tour this country by visiting every city once they start their tours at the same city when choosing which city to visit next the idiot always picks the city that is most expensive to travel to of the ones not yet visited conversely the genius always chooses the city that is cheapest to travel to they do not revisit their starting cityfor some really special value of n and travel costs is it possible for the idiot to spend strictly less than the genius if not i demand proofclarification travelling from city x to city y costs the same as travelling from city y to city xthis was a problem i encountered at my math summer camp i dont know the solutionim assuming that the solution has some form of math so im tagging with mathematics please change if this isnt very right
28040	i am working on a series of booktrivia puzzles given an excerpt from the book directly mentioning the book title players are asked to fill in the titleexamplegiven the excerpt  now we were running down for it with a bright lookout day and night it was about the last day of our outward voyage by the largest computation some time that night or at latest before noon of the morrow we should sight the book titlerecover the book title   robert lewis stevenson treasure islandthis is an example of a book suitable for this puzzle because   words outward voyage hint at heroes travelling by the sea and with a bright lookout hints that they are searching for a feature in the sea i e a reef a ship or an island this limits the search for the answer to the known works of fiction with island in the namemore examplesi will give more examples that i deem good below both for the sake of clarity and for your entertainmentthe cub who had thus received a name in the world lay and watched for a time the mananimals continued to make their mouthnoises then grey beaver took a knife from a sheath that hung around his neck and went into the thicket and cut a stick book title watched him    the cub and mananimals hint at an animal story and specifically one told from the animal perspective grey beaver sounds like a native american name  nickname combine the two to get white fang by jack londonwe have devoted several centuries to inventing and elaborating book title as a universal language and method for expressing all intellectual concepts and all artistic values and reducing them to a common denominator   the title of the book is a universal language system and is a method of expressing both science and art few authors have dared to combine science and art in one action and even fewer named their books after such actions the answer is the glass bead game by herman hessethe human beings did not hate book title any less now that it was prospering indeed they hated it more than ever every human being held it as an article of faith that the book title would go bankrupt sooner or later and above all that the windmill would be a failure they would meet in the publichouses and prove to one another by means of diagrams that the windmill was bound to fall down or that if it did stand up then that it would never work    again human beings are contrasted to the main characters of the work of fiction so they might be animals if book title can go bankrupt it should have a kind of company enterprize factory etc in the title combine to get animal farm by george orwelli have to catch everybody if they start to go over the cliff—i mean if they’re running and they don’t look where they’re going i have to come out from somewhere and catch them that’s all i’d do all day i’d just be book title and all i know it’s crazy but that’s the only thing i’d really like to be i know it’s crazy   a monologue declares that the character wants to be someone and his main responsibility will be to catch people naturally he is a catcher specifically the catcher in the rye by j d salingercant we he pleaded to the world to himself to the officials to the machine cant we take it back cant we make it alive again cant we start over cant we he did not move eyes shut he waited shivering he heard travis breathe loud in the room he heard travis shift his rifle click the safety catch and raise the weapon there was book title   making alive again and starting over hints at time travel stories then in the second paragraph sounds are thouroughly listed loud breathing shifting a rifle clicking the catch we are safe to assume that the book title will have a sound specifically a sound of thunder by ray bradbury“you are a silly little boy” said the book title “just an ignorant silly little boy” simon moved his swollen tongue but said nothing “don’t you agree” said the book title “aren’t you just a silly little boy” simon answered him in the same silent voice “well then” said the book title “you’d better run off and play with the others they think you’re batty you don’t want ralph to think you’re batty do you you like ralph a lot don’t you and piggy and jack”   a work of art clearly depicting little boys and their wrongdoings too much conflict to be peter pan its lord of the flies by william goldingi’d rather you shot at tin cans in the back yard but i know you’ll go after birds shoot all the bluejays you want if you can hit ‘em but remember it’s a sin book title   more of a construction puzzle this one the book title clearly has a verb first and a bird to contrast bluejays second its to kill a mockingbird by harper leegoodby miss kinnian and dr strauss and evrybody…ps please tel prof nemur not to be such a grouch when pepul laff at him and he woud have more frends its easy to have frends if you let pepul laff at you im going to have lots of frends where i gopps please if you get a chanse put some book tilte grave in the bak yard   if a characteristic spelling intentionally left out even in the placeholder does not give this one away think of things that are typically put at the graves food books anyway flowers come to my mind first seeking for a work of fiction with flowers in the title its flowers for algernon by daniel keyes“the common people pray for rain healthy children and a summer that never ends” ser jorah told her “it is no matter to them if the high lords play their book title so long as they are left in peace”   first theres something that high lords play so we have a good chance of guessing right by looking for titles containing game a medieval fantasy series with lots of high lords game of thrones by george r r martinone of the recurring philosophical questions is “does a falling tree in the forest make a sound when there is no one to hear”which says something about the nature of philosophers because there is always someone in a forest it may only be a badger wondering what that cracking noise was or a squirrel a bit puzzled by all the scenery going upwards but someone at the very least if it was deep enough in the forest millions of book title would have heard it   might be the hardest ones who hears the sound in the forest but for the people and animals insects possibly supernatural beings more fitting for the title of a book raising philosophical questions millions of supernatural beings small gods by terry pratchettrequesttry finding the answers without looking up in the internet i am fully aware that search engines trivialize this puzzle to the point where it can be done programmatically however i believe my examples have all the clues needed to answer the questions on your owndo provide some feedback was it hard or not if you can please suggest more books that can be plausibly used in the puzzleedit most of the book titles have been correctly answered at this point im updating the post with hints and answers ill still be happy with feedback
118158	i do not know the original source of this problem i have seen it a few places  the solution that i have seen is not pretty in the sense that it lacks symmetry  can you find an elegant solution  of course elegance is subjectiveuser stiv asked if the answer must be a single region  i will allow answers that consist of multiple regions
28051	is it possible to make  with any  numbers all the same such as using   and  or   and can you think of a proof which will work no matter which number it istrig functions allowed
36256	if you have found her maybe you could try saving heryou come home one day and find your wife is out you open your computer and discover an email from her  to xxxxx    curiosity killed the cat so whatever you do please don’t come and find me you need to save your energy for the kids please just trust me this is for the best   obviously i think i’ll come back but please be patient i wouldn’t leave my family unless i had to i’ll stay hidden until it’s safe to return i’ve left no clues that would be too dangerous  unexpectedly someone has come after me i had to completely disappear very quickly indeed i had time to write this message or try and call you my phone was dead you were out so i wrote this wow i won’t forget that feeling of panic hopefully you can see i had no choice about leaving it wasn’t me that chose to leave i was forced   now again i must tell you not to come and find me in the case that you do then the chances are you won’t find me there’s zero clues which lead to me    tell all the kids to be brave i think that they’ll struggle and find it hard without a mother and it’ll be my fault i wish i could tell you my location so i could see you again  note i don’t want anyone knowing about this anyone that you call who asks tell them i ran away not the truth and whatever you do don’t tell the police   i would have stayed but i couldn’t have or i’d have been caught the first thing that i did was to call a taxi then i think we must have hit a car im sure i’ll sue the driver if i get a chance  never before had i been angrier i couldn’t even get out of the car and the state the back of it was in was unbelievable i miss home so badly if i could see it again i really would do anything   even now so far away i love you and i’ll try and send letters it’s you that i want to see again i will come back as soon as possible try and find hope and some faith in that  love from me     lucida xavierbemused and in shock you wander into your bedroom and slump down on the bed you notice a poetry book next to you one page has a folded corner as you open the book to the page a piece of paper falls outthe sums seem awfully easy to you you open the book to the page with the folded corneryou notice a couple of words have been replaced and you wonder why going back to your computer you open up a tab and see your wife has booked  different flights out the country  where has your wife gonesolved by seasnake dan russell pime mpeti and palsch
44460	a stack of  coins that looks identical are to be tested for the unusual one which become slightly lighter on one face and slightly heavier on the other face if it is weighed standing on its side it is one gram like other normal coins a certain weighing scale is available for usehow many weighings will it take to find the odd coin
60849	heres an easy riddle for you guys just to pass the time d  i am in math in biology in physics in coding    i can kill can harm can help people find their way    i can hold many things sometimes arguments sometimes objectswhat am i
19889	be sure to keep watcha tough guy just walked inhes got a reputation in these backwards partsand he could deliver a real beatingif theres a lady around hell just hold his cupi think for the most part hes just a mixedup fooleach line matches the correct answer but the titles irrelevant none of the clues is literally applicable its a little more cryptic
28083	the answer to this riddle is a single english word  within only holes a void all about  talking back like a grave flip the first for a shout
118202	if you want to know how much  is you can just type it into a computer and it will spit out a really big number but that is no fun the task is to estimate   with some computation which can be checked and followed without computer aid and that can be written down on at most one sheet of paper theoretically one could compute the exact number on paper but that is no fun either and certainly wouldnt fit on a single sheetanswers should be in the form of scientific notation something like  cdot  and be within pm  of the exact value which my computer tells me is around but just getting the correct number of digits is already non trivial
110010	in chess it is possible for a piece to have only one legal move for example in this position the black king can move only to hgiven thatall  pieces are available for useconstructa position with as many pieces as possible that have only one legal movehowever and this is the catch in the event of a tie the position that can reached the quickest ie it has the shortest proof game winsnow off you go the first answer that fulfills the main question and gives proof for their tiebreaker game gets the checkmark
19914	before you stands a building with nfloors  on each floor there is an open window  you have two identical glass balls  if you were to drop a ball out the window onto the ground below it might or might not break  your goal is to determine the highest floor for which dropping a ball out the window results in the ball not breaking  you can continue dropping the balls out the window as long as at least one of the balls remains intact  example  you go to floor  and drop a ball  it doesnt break so you go to floor  and try again  this time it breaks so you can no longer use that ball but you still have  ball left so you continue until that ball is broken  by the time the second ball breaks you should know the answer if not then the strategy is invalidthe question  what is the most efficient strategy for determining said highest floor for this question the most efficient strategy is the one which yields the smallest average number of total drops over all possible highest floors for the buildingexample continued if the building has  floors the strategy described would require x   drops where x  the highest floors number  summing over all possible x we would get  so the average is  drops  note  it is possible that a drop from floor  results in a broken ball  it is also possible that a drop from the top floor results in an unbroken ballan answer will only get a green check if it is both correct and clearly explainedspecial aside  this is my first time posting a puzzle here  i tried to be clear and concise but please let me know about anything i need to clarifyis this question a duplicate  there are certainly similarities between this and the puzzle proposed here dinosaur egg drop  however that puzzle specifies the number of floors and total number of drops  my question asks to generalize the number of floors and does not specify the number of drops only that you can continue as long as at least one glass ball is intact  additionally i do not see the correct answer to this puzzle on that puzzle  some of the answers and reasoning there are definitely similar to what i am looking for but none of those would get the green check from me on this puzzle
118224	id like to estimate  without using these newfangled computers everyone is talking about but i think i need your helpplease estimate  without the use of a computer my friend steven told me the value is approximately  times but he refused to show his work so im inclined not to trust himplease give your answer in scientific notation eg  times  id like the estimate to be within pm  of the correct answer but getting the correct number of digits would be greatthis puzzle was inspired by this one
11729	you have to fill the boxes to make the equation true         using only        you can also repeat the numbers eg     edit the boxes of the equation are empty right nowedit thats my first post here and i didnt realize how fantastics your mind was thats why my question was so broad ill accept the answer i was expecting but it doesnt mean that the other are wrong lets the upvoter decide
60886	we think you can see us everyday    you dont even have to look closely     you cannot smell us nor can you feel hear or taste us    but we are somehow essential    because in the end it comes down to us     because without us so many wouldnt even exist     but to let so many exist at least two of us have to form a team    and when we come together beautiful can arise    nevertheless for some people we and our childs are a hex    but we hope that we can help those this waya big hint    we are three
60887	you cant see me yet im there  under blue or red white or black    i decide if you will live  i can put you to sleep    im with you as you can see  whether home on space or sea    theres no use running free  i will drag you back to me    dont try poisoning me its pointless  youll be rendering your life useless    i can harm you i can kill thee  yet you crave me and you seek mewhowhat am ihint    weve been through with each otherhint    it was you who started the fire i just kept it alive
69086	i am a triumph a thundering walla goddess a ruler the grandest of alli loom over towers that can touch the skiesfew of worlds waters can rival my sizea landmass colossal a forebear of kingson seven continents my name still ringswhat is my namehint   the answer is one word but to get it you need knowledge about more than one thingand another   there is less hyperbole in the clues than youd think
3553	so i have a question for you all its probably not too hard for you but its relatively simplehow many times does variable appearthe hint for the variable is pretty short tooi am very small you think of me little you can find me in many places even though im tiny i am even in hereill accept the answer with an explanation and a spoiler
101860	using only   and  each one must be used only once and only using the operations   times div textrm and parentheses make  you can also use decimals
93672	this is inspired by the following recent question living next door to alicehaving failed to figure out where alice lives bob and charlie endeavour to determine the month in which alice was born bob is the first to meet alice and asks the following question  how many letters are in the name of the month in which you were born alicealice responds with a number and bob replies  hmm i cant figure it out from that information alone is your birth month one of the first six months or the second six monthsagain alice happily responds bob seems satisfied with this and declares  yes i know the month in which you were bornlater in the day charlie meets alice and asks  what is the second letter of the month in which you were bornalice responds with a letter and charlie says  hmm i cant figure it out from that information alone how many days are there in the month of your birth this yearagain alice replies this is obviously enough for charlie who also declares  eureka i know in which month you were bornas it happens the month that charlie thinks alice was born is different to the month bob thinks that alice was bornthat night alice is recounting the story of the day with her friend doris she tells her all the questions that were asked and includes her responses she then tells doris  the funny thing is exactly one of my answers to bob was a lie and exactly one of my answers to charlie was a lie this last statement is made truthfullydoris ponders this revelation for a moment and then declares  aha i know in which month you were bornin which month was alice born
11754	a famous art critic has recently been writing amazing essays on various paintings the public loves these essays so much that each time the next essay is published its painting skyrockets in fame which leads to dramatically increased revenue for whatever gallery holds it you work for a somewhat shady art gallery and have been tasked with finding out the subject of the critics next essay so that your gallery can trade for the painting while its still not too exorbitant and then haul in the extra profits you break into the critics house but cannot find the name of any paintings the critic is clearly very sneaky you are about to call your boss and report your failure when you see a series of images taped to the wall after a moment of examination you call your boss with the name of the painting what is the painting to acquirehint    the first picture shows not just ron nor just the mirror but ron looking into a mirror what rebus significance might that have
3564	i am not from us i have heard that us laws dont allow to cremate a man living in texas in new york can anyone tell me whynote dont think that i have posted this question here by accident its a puzzle really trust me
36349	the postwar confusionby avigrail theres no one left but a group of two of the group in an ongoing strifethe rejoicing third taking all the pridedear stranger will you pick your sideone whos fallen no chance of returnall burnt out and down by the sternyet another one hidden in the darkonly waiting for this single sparkhes lying in wait in his covert hutchmerely longing for a fingers touch  so much for their historycan you reveal their mysteryhint   the title is a red herring and the riddle is super easy if you end up searching weird things on the internet trying to make your theory work youre probably barking up the wrong tree the solution is within this sites scope so no need to think too big or search other places unless translation is needed
69124	my prefix is the beginning  my suffix is too  my infix is telling  what magic makes you do  what am ihint   the suffix is a different beginning than the first line
60933	you are far away yet you are nearyou are far away yet i can hearyou were rather close now you are notyou sent me a message of that i gotyou are far away yet i can seeyoure looking for a word can you name meupdateafter showing this my colleagues some of them think ive gone about this a little wrong therefore ill give a little hint for those that want it i hope i havent spoiled it technically its not a word but a prefix
44554	i am a single wordone of me is spelled the same as many of mebut many of me is said differently than one of me
110091	you are given a biased coin with probability p it produces heads where p is in the range  how can you use this coin to simulate an unbiased fair coin ie a coin that produces heads with probability
11788	alone i am blank and meaninglessi have no end of uselessnessbut together with mans thought and ingenuityi have no limit to versatility
52747	all right i admit it im not great at puzzles someone kidnapped my girlfriend but they left me a ransom message i obviously dont have a million dollars and im scared you seem to know what youre doing though can you folks helpplease i need your helpthe note is the only part of the puzzle the rest is just for flavor
60942	remindereverybody knows that we can place  queens in a chessboard without threatening each other see here same reasoning can be applied for knights bishops rooks and kings giving respectively  knights  bishops  rooks and  kings  problemif we assign to each type of piece a value inversely proportional of the number of this we can place it means knights   bishop   rook   queen   and king    what is the best sum value we can achieve mixing these pieces still with none able to take each otherexample in this position we have  queen  rooks  knight and  kings so the value would be             can you beat that scorehard question  can you prove that your answer is optimalactual high scores   evargalo  keeta  blcknght  oray   optimal   source gyozo nagy in ibm research ponder this  august  found in diophantefr
3598	dalarcop and rand althor wake up and find themselves trapped in a square shaped room  suddenly all four walls start moving at the exact same time and each of them moves at the same speed towards the center of the room  dalarcop and rand althor realize they will eventually be crushed but they are surprised that the walls arent colliding with each other at the edges  explain how this is possibleadditional detailsthe ceiling and floor do not move
52748	a client of mine died last sunday  just as he was born on a sunday he was already at rather ripe age and i had the pleasure to present his last will to his loving and caring family as far as i know they havent seen him in years but they for sure knew one thing hed made a lot of inventions in his years and his patents are worth a lot a real lot believe me they were all in for quite a shock because the old chum did not leave anything to them so sad all his patents will go to the one person whos able to open his safe and with some luck  and maybe your help  this will be me making me great againthe safe is in a big wall  a really big wall  to the south close to mexico actually quite close very big anyway it appears to require a  digit entry code and all that my client left for a clue was one of his latest inventions a picture frame containing a scrambled image which looks exactly like thisdownload of file advisedhe also clued that image with a title the day a great man was born to ye allother than that nothing so sadwell this is fake news for the family because i have a digital copy of some pages from his late diary given to me for safekeeping together with his last will when we last met in april very good man very good still im not sure his diary entries are all too useful and they are of very bad digital quality maybe they help youcan you determine the  digit code for me
44561	this puzzle is based on another one called a star made of dice from a popular italian puzzle maker alenanno who also helped me with this one however there have been some modifications to make this puzzle more differenterinstructionsa word of  letters has been engraved on each die definitions at the bottom must be solved to find these wordsdefinitions are not given in the standard order  so you might have to properly associate each one along with the solution to its die observational skills are going to be your best weaponletters on the dice are either hidden or shown shown letters should be removed from the clue word therefore the remaining hidden letters will be used to progress in the puzzlewhen all the clue words have been found and placed the hidden letters will give another question following the numbers and resulting in your final solutiona complete answer would show a all the clue words associated with their die number and definition or just write them in order like a list b the hidden definition c the final word and optionally d hidden letters written in a sequence as a recap somewhere in the answera note on formatting id like to request something for consistency across answers as shown in the example below hidden letters should be enclosed in    to increase readability bold lettering is hardly visible in case of multiple eligible letters you may highlight any as this is not relevant to finding the solution ie carpal could be carpal or carpaltherefore an example answer could be  alpine       pal ien             carpal  definition here  hidden  another definition here      again apart from the single request ive made any formatting choice is up to youyou may safely ignore the inscription written around the center when solving the puzzle while still appreciating the many years of experience of the author puzzle         definitions  you turned to meat — ones who cut stone — those who eat — a maiden quite fat — remove mammalian garden pests — formed of natural fiber — hopefully you by a ruby kipper — foliage under the weather — moved sneakily — people who found jennys number  — a bowdlerized british bird according to a dealmaking snake — first generation waterrelated pocket monster — what a puzzle solver does given incomplete information — made up for — an arcade fighter — missing to an abnormal degree esp scandinavian glacial erosion patterns — odes of praise — protect from harmin the interests of helping the visually impaired the following description is provided there are  dice numbered and laid out in a clockwise circle around a central die and inscription crediting alenanno the dice are labeled as follows with the first letter being the upface and the following two being the other visible faces read lefttoright   led  iee  tea  ken  ken  lid  ser  tut  lid  sap  tut  lid  sap  png  ser  ser  tea  led
19986	ada is one of the last few contestants on the greatest assessment match ever the stern and humourless quizmaster mr hopkins is giving her her final test before the end of the show the dialogue goes as followshopkins what name was given to the period of severe dust storms across the us and canada in ada the dust bowlhopkins who was the third president of finland and when was he electedada umhopkins times up in what year was the film caught directed by max ophüls releasedada hopkins in  a law was passed in russia banning whatada masturbationhopkins what is the name given to the parties hit by cambridge university students at the end of the academic year ever since ada they hit the may ball yes may ballshopkins which musical have showgoers been hitting continuously since  in the west end of londonada wickedhopkins what were you doing three years before the start of world war twoada i wasnt born that long before wartimehopkins what device is used for blocking an electrostatic field and when was it inventedada a faraday cage it was invented by michael faraday in hopkins do you consider yourself to be attractive for a yearold womanada if you keep asking me personal questions im going to get up and run out of the roomhopkins i being a fan of  was wondering if anyone has any proven strategies for playing ada now youve got me completely stumped i dont knowhopkins congratulations you have answered every question correctly except for one please go to the white room to await the others results soon you will know whether you have successfully beaten the competition to become the final championwhat is the hidden meaning behind the above dialoguebonus which one question did ada not answer correctly
110101	mrs betty made a squared cake with chocolate frosting for his neighbors to the afternoon tea however first she sliced a middle piece for her two grandchildren and cut it in halfthere was no leftovers from the rest of the cake after the afternoon teaat the end of the day mrs betty was anxiously waiting for her two grandchildren to give them the two pieces of cake however when they came they brought a friend with them to also eat a slice of the famous chocolate frosting cakemrs betty has now to cut the two slices into several pieces to divide them for the three children how can she do it by making straight cuts in order to divide equitably the two pieces with the same amount of sponge cake and chocolate frosting by the three childrenplease assume thata the two pieces are perfectly equal to each other b the two pieces are perfectly rectangular c the thickness of the frosting is the same on the entire cakehint mrs betty can solve the challenge with four straight cutsi read a similar puzzle on an old book of mine but since it was too easy i decided to create this more elaborated version of iteditsorry i forgot no measurements allowed imagine mrs betty has only a straightedge and a compass to help her like an euclidian postulate
20006	as f solved for saturnand cain reasoned stairswhile one word you seekthree this riddle bearscarved from a forest we liea road built of bone we supplywith great walls of blackwe are known to attackfrom the forest an echo repliesfor a singular purpose were madeto deny those of whom youre afraidand provide peace of mindeach day were combinedwith our partner who therein has stayedat prominence ere the fall of romewe held the theaters bridges and domesin structures erectedwe shant be neglectedlest one desires to topple our homehints   the first stanza is describing the method with which this riddle was written for instance i thought of many things which referred to saturn and described them though technically separate words homonyms in fact the answer is just one   by now you may have noticed that the second stanza is buried deep in metaphor there is no real forest there is no real road there are no walls they do attack but not in a violent sense the forest does respond to the attack with a sound however   a biologist may cringe at my use of the word bone in the second stanza it shouldnt prevent anyone from solving it but it is scientifically inaccurate so i apologize to those feeling scrupulous
28201	as an alphabet aficionado i can make you laugh long into the night  as a make of japanese vehicle i can keep your surroundings clean and beautiful  as an execution apparatus i make you laugh despite not maturing  as a mixedup romance i lead tens of millions  as a gardening tool i provide weekend evening entertainment and provide guidelines for proposing  as a reddishbrown meadow i dazzle you with tricks  as a fighting knife i make popular music and navigate a maze  as a speechimpaired aquatic athlete i am your friend  as a renter i am your doctor  who am i
28209	opened or closedi continue to bea mechanism of choicebut i can be beastly i come in all shapes and sizeseach with a common taski cling to life by a threadwhat am i i askadded hint   i can be made out of anything from a to z and sometimes have eyes with which i cant seeanother hint   i hate to give another hint but there have been a ton of views and guesses but here it is i have a few close friends just like a pea and i jump through hoops for everyone around methis is part  in a series by the way the final part will use clues from each
44597	wish i’d had a camera at the timebut a cartoon will have to sufficerepresenting two actual incomplete rainbowsthat stop in midair where they meetlit only by a setting sunthis seemed so paradoxicali honestly wondered if it was a dreamafter all on a normalrainbow with two archesthe arcs do not touchand the larger one is very much fainter with a reversed spectrumthe arches schematized here were indeed accompanied bytypicallyfaint concentric larger arcsthat also stopped abruptly where they too metexactly above the main meeting pointbeing awake as it turned outi discovered the simple explanation for thisrelated to an oftensubtleand less dramatic everyday phenomenonthat is readily understandable in nonscientific termsi had enough information at the timeto solve this like a puzzle thoughand now you do too      what was that simple explanation for this odd pair of rainbowsnotesonly air was between the point of view and these rainbowsthe less complete rainbow to the right is slightly brighterand both arches brighten the air directly below themthe picture has been revised to more clearly representhow the rainbows end at slightly different places muddled by their overlap the larger arch endsa little to left and slightly up from where the smaller arch ends the rainbows were not as thick as depicted none areand had further characteristic featuresthat scientific photography would revealto extend a vertical pattern of similar meeting points safe to guess that this effect was not observedby humans more than a century or two agoalthough tiny animals may have experienced itover the course of eons some details of the reallife story have been alteredin an attempt to stymie internet searcheshere is an added diagram meant to emphasizethat the position of a rainbow depends on the direction ofincoming sunlightandthat the size and distance of any rainbow are intrinsically ambiguousbecause the mist that creates a rainbow is rarely at a singledistance and the resulting image occupies the same portion ofthe visual fieldregardless of actual distances to individual mist dropletsmore information can be found all over the internetsuch aswikipediaand less laboriouslyearthskyorg
